id,tweet,cleanTweets
3158,"Tomorrow, join @DrNancyNBCNEWS in a conversation about the link between wealth &amp; health. Qs? Use #inplainsight http://bit.ly/14XbwhD",tomorro join in a conversation about the link between wealth health qs use in plain sight
3159,Man battles health insurer for drug that could save his life http://on.today.com/18iIGda,man battles health insurer for drug that could save his life
3160,"@aasmom411 Hi Lisa - ""A healthy heart is a healthy brain,"" says Dr. Maria Carrillo of @alzassociation",hi lisa a healthy heais a healthy brain says dr maria carrillo of
3161,"Think about family planning in the future - have those conversations with your loved ones now. -- Dr. Maria Carrillo, @alzassociation",think about family planning in the future have those conversations with your loved ones no dr maria carrillo
3162,@kim_payne_1 Hey Kim! Do you have an actual question for Dr. Nancy?,hey kim do you have an actual question for dr nancy
3163,And our live chat is STARTING! Ask your Qs about memory loss using #AskDrNancy. And join the conversation here: http://bit.ly/145p78L,and our live chat is starting ask your qs about memory loss using ask dr nancy and join the conversation here
3164,We'll be chatting with @DrNancyNBCNEWS about early Alzheimer's on Google+ at 9 a.m. ET. Join us here: http://bit.ly/145p78L #AskDrNancy,we will be chatting with about early alzheimers on google at number a m et join us here ask dr nancy
3165,Iowa egg farms settle suit over salmonella recalls http://nbcnews.to/12ESubN,iowa egg farms settle suit over salmonella recalls
3166,RT @DrNancyNBCNEWS: A new study tonight with an update on women and baby aspirin and the prevention of colon cancer.  What you'll want to k…,a nestudy tonight with an update on women and baby aspirin and the prevention of colon cancer what you will want to k 
3167,"Oh - and you can RSVP here for the #AskDrNancy chat, happening live on Tuesday at 9 a.m. ET. See you then! http://bit.ly/145p78L",oh and you can rsvp here for the ask dr nancy chat happening live on tuesday at number a m et see you then
3168,"Got a question for @DrNancyNBCNEWS on early Alzheimer's? Ask it with the hashtag #AskDrNancy, and she may answer tomorrow in a Google chat.",got a question for on early alzheimers ask it with the hashtag ask dr nancy and she may answer tomorroin a google chat
3169,"Delaying retirement can delay dementia, large study finds http://nbcnews.to/12DXiy0",delaying retirement can delay dementia large study finds
3170,Scientists: Obese have higher levels of 'hunger hormone' in their blood http://nbcnews.to/12DXgWW,scientists obese have higher levels of hunger hormone in their blood
3171,Campaign-style tactics in Obamacare fight http://nbcnews.to/18hsjAP,campaign style tactics in obamacare fight
3172,"Desperate for transplant, she's glad girl got lungs http://nbcnews.to/12KUfFn",desperate for transplant shes glad girl got lungs
3173,From errand to crime: Parents now face hard consequences for leaving kids in car http://on.today.com/15mzcux,from errand to crime parents noface hard consequences for leaving kids in car
3174,Ireland set to allow abortion for first time http://nbcnews.to/15m9feE,ireland set to alloabortion for first time
3175,FDA sets new limits on arsenic in apple juice http://nbcnews.to/15m8Rg8,fda sets nelimits on arsenic in apple juice
3176,High-tech gadgets monitor seniors' safety at home http://nbcnews.to/1b40vA9,high tech gadgets monitor seniors safety at home
3177,"Youth murder rates at 30-year low, CDC reports http://nbcnews.to/1b3WQCq",youth murder rates at number year lo cdc reports
3178,Some states push 'employee choice' for small business insurance http://nbcnews.to/1b3Ws6O,some states push employee choice for small business insurance
3179,"Fish oils may raise prostate cancer risks, study confirms http://nbcnews.to/187DyID",fish oils may raise prostate cancer risks study confirms
3180,Actor has brain surgery while awake and strumming a guitar http://on.today.com/12YJeTZ,actor has brain surgery while awake and strumming a guitar
3181,"Americans live a little longer, still lag other rich countries http://nbcnews.to/12qZEAf",americans live a little longer still lag other rich countries
3182,Obamacare rolls out: What it means for you http://nbcnews.to/10Mlzpc,obamacare rolls out what it means for you
3183,"Air pollution causes lung cancer, worsens heart failure, studies find http://nbcnews.to/13zP55a",air pollution causes lung cancer worsens heafailure studies find
3184,Medical marijuana for kids? Some praise results while others worry http://nbcnews.to/13zMIPP,medical marijuana for kids some praise results while others worry
3185,"Cat poop parasites may pose public health hazard, study suggests http://nbcnews.to/1bl7e7x",cat poop parasites may pose public health hazard study suggests
3186,Royal birth not exactly standard experience for U.K. women http://on.today.com/14ZXzhJ,royal birth not exactly standard experience for uk women
3187,Health reform may leave gaps in Medicaid coverage http://nbcnews.to/1aTBKqd,health reform may leave gaps in medicaid coverage
3188,Young girl given bio-engineered windpipe dies http://nbcnews.to/1a5N6Va,young girl given bio engineered windpipe dies
3189,Spinal fractures a common injury after Asiana plane crash http://nbcnews.to/1a5Bq4L,spinal fractures a common injury after asiana plane crash
3190,"Nearly half of babies have flat spots, study finds http://nbcnews.to/1a5BpOs",nearly half of babies have flat spots study finds
3191,"Backyard chickens dumped at shelters when hipsters can't cope, critics say http://nbcnews.to/12OQ4XE",backyard chickens dumped at shelters when hipsters can not cope critics say
3192,Illnesses prompt wide Whole Foods cheese recall http://nbcnews.to/12hTuCq,illnesses prompt wide whole foods cheese recall
3193,WHO forms emergency committee on new MERS virus http://nbcnews.to/12LA9xF,who forms emergency committee on nemers virus
3194,Heat waves lead to hot tempers -- and here's why http://on.today.com/124M7mn,heat waves lead to hot tempers and heres why
3195,Those gut germs may shape your life from birth http://nbcnews.to/13o28GS,those gut germs may shape your life from birth
3196,Having breathing difficulties? Try singing http://on.today.com/16RcbkR,having breathing difficulties try singing
3197,More single dads than ever head US households http://nbcnews.to/165Riju,more single dads than ever head us households
3198,Health insurance law delay won't affect many http://nbcnews.to/165xInC,health insurance ladelay will not affect many
3199,"Treated for cancer, two men now appear free of HIV http://nbcnews.to/18uUUC1",treated for cancer two men noappear free of hiv
3200,Should moms tell kids about cancer gene test results? http://on.today.com/17GV1aM,should moms tell kids about cancer gene test results
3201,Employers get an extra year to provide health insurance http://nbcnews.to/11exRsS,employers get an extra year to provide health insurance
3202,"This is the 'worst restaurant meal in America,' according to health group http://on.today.com/15dUSLJ",this is the worst restaurant meal in america according to health group
3203,Doctors: Patents keep HIV drugs too pricy to use http://nbcnews.to/15dMThz,doctors patents keep hiv drugs too pricy to use
3204,"Opiate overdose deaths 'skyrocketed' in women, CDC finds http://nbcnews.to/15dIn2F",opiate overdose deaths skyrocketed in women cdc finds
3205,'We just had this love for her': Family adopts Chinese baby with cancer http://on.today.com/1b4GzeR,we just had this love for her family adopts chinese baby with cancer
3206,Girl who got new lungs set for more surgery http://nbcnews.to/1b4NTXS,girl who got nelungs set for more surgery
3207,"Milk does a body good? Maybe not always, Harvard doc argues http://on.today.com/1b2TRsl",milk does a body good maybe not always harvard doc argues
3208,Do trendy 'cleanses' help or harm the body? http://on.today.com/10uAiov,do trendy cleanses help or harm the body
3209,Aimee Copeland gets a therapy labradoodle http://on.today.com/19ODTAp,aimee copeland gets a therapy labradoodle
3210,WHO: Treat HIV patients sooner to save lives http://nbcnews.to/10sYcAR,who treat hiv patients sooner to save lives
3211,States brace for health reform web barrage http://nbcnews.to/10sXh36,states brace for health reform web barrage
3212,Late nights equal more calories and extra pounds http://on.today.com/10sUebh,late nights equal more calories and extra pounds
3213,FDA detains pomegranate seeds tied to outbreak http://nbcnews.to/18n8hnz,fda detains pomegranate seeds tied to outbreak
3214,A face in the crowd: A year after most extensive face transplant in history http://nbcnews.to/13cFSzQ,a face in the crowd a year after most extensive face transplant in history
3215,"Dying girl, 10, received two sets of lungs after national debate http://nbcnews.to/13cBDUW",dying girl number received two sets of lungs after national debate
3216,Eating carbs may make you crave even more carbs http://on.today.com/13cqXWn,eating carbs may make you crave even more carbs
3217,Final rule issued on birth-control access for faith-based employers http://nbcnews.to/124NYCV,final rule issued on birth control access for faith based employers
3218,Beep! Flash! New gadgets remind doctors to wash their hands http://on.today.com/1cutHg4,beep flash negadgets remind doctors to wash their hands
3219,"Baby North West goes without -- what good is a middle name, anyway?  http://on.today.com/1culYyG",baby north west goes without what good is a middle name anyway
3220,Tiny telescope implant helps restore age-related vision loss http://nbcnews.to/1csjeSr,tiny telescope implant helps restore age related vision loss
3221,Britain plans world's first go-ahead for '3-parent' IVF babies http://nbcnews.to/1csjcKb,britain plans worlds first go ahead for number parent ivf babies
3222,Achoo! What your sneeze says about you http://on.today.com/16BWNZx,achoo what your sneeze says about you
3223,New rules make school a junk food-free zone http://on.today.com/19xSYK0,nerules make school a junk food free zone
3224,"C-section rate stable for third year, new report shows http://nbcnews.to/17krGCT",c section rate stable for third year nereposhows
3225,Marriage health perks may extend to same-sex couples http://on.today.com/17kqPBS,marriage health perks may extend to same sex couples
3226,Mom sues Monster energy drink over teen's death http://nbcnews.to/11Ic8YF,mom sues monster energy drink over teens death
