emotion,emo,file,au1,au2,au3,au4,au5,au6,au7,au8,au9,au10,au11,au12,au13,au14,au15,au16,au17,auc1,auc2,auc3,auc4,auc5,auc6,auc7,auc8,auc9,auc10,auc11,auc12,auc13,auc14,auc15,auc16,auc17,auc18
anger,1,17316,0.76,0.28,0,0,0,0,0,0,0,0.16,0,0.37,0,0.01,0.27,0.04,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17317,0.77,0.23,0,0,0,0,0,0,0,0.1,0,0.35,0,0,0.31,0.04,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17318,0.78,0.29,0,0,0,0,0,0,0,0.05,0.02,0.3,0,0,0.29,0.04,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17319,0.77,0.33,0,0,0,0,0,0,0,0.05,0.02,0.19,0,0,0.18,0,0.03,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17320,0.72,0.28,0,0,0,0,0,0,0,0.09,0.02,0.25,0,0,0.11,0,0.03,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17321,0.69,0.15,0,0,0,0,0,0,0,0.17,0,0.25,0,0.01,0.11,0,0.03,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17322,0.67,0.12,0,0,0,0,0,0,0,0.13,0,0.34,0,0.04,0.17,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17323,0.63,0.1,0,0,0,0,0,0,0,0.21,0,0.24,0,0.04,0.25,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17324,0.68,0.22,0,0,0,0,0,0,0,0.16,0,0.3,0,0.04,0.25,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17325,0.74,0.23,0,0,0,0,0,0,0,0.22,0,0.25,0,0,0.24,0.02,0.01,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17326,0.76,0.3,0,0,0,0,0,0,0,0.11,0,0.26,0,0,0.22,0.12,0.01,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17327,0.72,0.22,0,0,0,0,0,0,0,0.14,0,0.14,0,0,0.2,0.17,0.01,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17328,0.71,0.27,0,0,0,0,0,0,0,0.14,0,0.07,0,0,0.22,0.2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17329,0.75,0.36,0,0,0,0,0,0,0,0.19,0,0.07,0,0,0.22,0.22,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17330,0.74,0.44,0,0,0,0,0,0,0,0.18,0,0.12,0,0,0.22,0.25,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17331,0.69,0.42,0,0,0,0,0,0,0,0.14,0,0.1,0,0,0.26,0.27,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17332,0.64,0.33,0,0,0,0,0,0,0,0.19,0,0.08,0,0,0.3,0.22,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17333,0.61,0.24,0,0,0,0,0,0,0,0.21,0,0.06,0,0,0.35,0.19,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17334,0.63,0.22,0,0,0,0,0,0,0,0.21,0,0.07,0,0,0.3,0.17,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
anger,1,17335,0.7,0.29,0,0.02,0,0,0,0,0,0.21,0,0.06,0,0,0.24,0.13,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
anger,1,17336,0.74,0.38,0,0.09,0,0,0,0,0,0.2,0,0.12,0,0,0.15,0.2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
anger,1,17337,0.74,0.43,0,0.16,0,0,0,0,0,0.23,0,0.17,0,0,0.13,0.19,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
anger,1,17338,0.75,0.41,0,0.13,0,0,0,0,0,0.17,0,0.17,0,0,0.16,0.25,0.02,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
anger,1,17339,0.68,0.34,0,0.08,0,0,0,0,0,0.1,0,0.14,0,0,0.22,0.23,0.02,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
anger,1,17340,0.72,0.38,0,0.12,0,0,0,0,0,0.13,0,0.15,0,0,0.27,0.23,0.02,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
anger,1,17341,0.74,0.41,0,0.12,0,0,0,0,0,0.18,0,0.14,0,0,0.24,0.15,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
anger,1,17342,0.82,0.49,0,0.11,0,0,0,0,0,0.22,0,0.15,0,0.01,0.22,0.15,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
anger,1,17343,0.86,0.6,0,0.03,0,0,0,0,0,0.2,0,0.17,0,0.03,0.25,0.21,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
anger,1,17344,0.85,0.62,0,0.04,0,0,0,0,0,0.23,0,0.22,0,0.05,0.26,0.27,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
anger,1,17345,0.84,0.52,0,0.04,0,0,0,0,0,0.24,0,0.3,0,0.08,0.27,0.27,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
anger,1,17346,0.76,0.35,0,0.01,0,0,0,0,0,0.24,0,0.25,0,0.06,0.31,0.29,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
anger,1,17347,0.78,0.35,0,0,0,0,0,0,0,0.21,0,0.22,0,0.04,0.39,0.29,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17348,0.8,0.34,0,0,0,0,0,0,0,0.21,0,0.15,0,0,0.49,0.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17349,0.81,0.35,0,0,0,0,0,0,0,0.3,0,0.26,0,0,0.49,0.27,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17350,0.79,0.4,0,0,0,0,0,0,0,0.34,0.01,0.31,0,0,0.55,0.28,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17351,0.76,0.49,0,0.02,0,0,0,0,0,0.39,0.01,0.38,0,0,0.51,0.19,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17352,0.73,0.48,0,0.02,0,0,0,0,0,0.37,0.01,0.42,0,0,0.51,0.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17353,0.67,0.35,0,0.02,0,0,0,0,0,0.43,0,0.6,0,0,0.45,0.07,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17354,0.66,0.2,0,0,0,0,0,0,0,0.51,0,0.77,0,0,0.39,0.11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17355,0.73,0.11,0,0,0,0,0,0,0,0.61,0,0.9,0,0,0.31,0.13,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anger,1,17356,0.73,0.09,0,0,0,0,0,0,0,0.57,0,0.89,0,0,0.23,0.15,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anger,1,17357,0.69,0.14,0,0,0,0,0,0,0,0.49,0,0.91,0,0.03,0.28,0.19,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anger,1,17358,0.63,0.24,0,0,0,0,0,0,0,0.41,0,0.97,0,0.04,0.34,0.29,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anger,1,17359,0.57,0.22,0,0,0,0,0,0,0,0.4,0,1.09,0,0.05,0.33,0.23,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anger,1,17360,0.5,0.14,0,0,0,0,0,0,0,0.47,0,1.14,0,0.03,0.34,0.2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anger,1,17361,0.45,0.02,0,0,0,0,0,0,0,0.54,0,1.1,0,0.05,0.33,0.15,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anger,1,17362,0.43,0,0,0,0,0,0,0,0,0.56,0,1.08,0,0.04,0.32,0.15,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anger,1,17363,0.47,0,0,0,0,0,0,0.01,0,0.58,0,1.06,0,0.05,0.26,0.15,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anger,1,17364,0.51,0.01,0,0.01,0,0,0,0.01,0,0.57,0,1.03,0,0.01,0.19,0.1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anger,1,17365,0.51,0.01,0,0.02,0,0,0,0.01,0,0.64,0,0.98,0,0.01,0.19,0.1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
anger,1,17366,0.53,0.01,0,0.02,0,0.05,0,0.01,0,0.68,0,0.92,0,0.01,0.21,0.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17367,0.5,0,0,0.01,0,0.05,0,0.01,0,0.62,0,0.92,0,0.02,0.22,0.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17368,0.54,0.03,0,0.01,0,0.05,0,0.02,0,0.6,0,0.92,0,0.03,0.22,0.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17369,0.52,0.03,0,0.01,0,0,0,0.01,0,0.52,0,0.92,0,0.02,0.22,0.06,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17370,0.5,0.09,0,0.01,0,0,0,0.01,0,0.51,0,0.95,0,0.01,0.23,0.09,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17371,0.46,0.16,0,0,0,0,0,0,0,0.44,0,0.87,0,0.02,0.22,0.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17372,0.48,0.18,0,0,0,0,0,0,0,0.42,0,0.91,0,0.04,0.18,0.08,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17373,0.47,0.12,0,0.04,0,0,0,0,0,0.41,0,0.85,0,0.03,0.2,0.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17374,0.46,0.04,0,0.04,0,0,0,0,0,0.43,0,0.92,0,0.02,0.22,0.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17375,0.45,0.05,0,0.04,0,0,0,0,0,0.42,0,0.89,0,0,0.24,0.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17376,0.4,0.05,0,0,0,0,0,0.01,0,0.41,0,0.85,0,0,0.2,0.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17377,0.47,0.04,0,0.04,0,0,0,0.01,0,0.37,0,0.81,0,0.02,0.18,0.08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17378,0.37,0,0,0.05,0,0,0,0.01,0,0.35,0,0.73,0,0.02,0.21,0.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17379,0.35,0,0,0.05,0,0,0.01,0,0,0.41,0,0.69,0,0.02,0.16,0.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17380,0.29,0.02,0,0.01,0,0.05,0.01,0,0,0.39,0,0.59,0,0.03,0.15,0.14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17381,0.3,0.07,0,0,0,0.05,0.07,0.03,0,0.32,0,0.58,0,0.07,0.04,0.28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17382,0.3,0.14,0,0,0,0.08,0.1,0.06,0,0.18,0,0.58,0,0.15,0.04,0.35,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17383,0.3,0.33,0,0,0,0.07,0.18,0.11,0,0.13,0,0.76,0,0.21,0,0.39,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17384,0.32,0.41,0,0,0,0.07,0.21,0.19,0,0.17,0,0.84,0,0.25,0,0.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17385,0.29,0.34,0,0,0,0.04,0.33,0.18,0,0.25,0,0.91,0,0.26,0,0.13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17386,0.24,0.18,0,0,0,0,0.41,0.12,0,0.35,0,0.94,0,0.27,0,0.06,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17387,0.22,0.11,0,0,0,0.04,0.44,0.04,0,0.4,0,0.95,0,0.29,0,0.03,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17388,0.26,0.11,0,0,0,0.15,0.38,0.04,0,0.44,0,1,0,0.32,0,0.12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17389,0.24,0.06,0,0.07,0,0.19,0.34,0.05,0,0.47,0,1,0,0.34,0,0.21,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17390,0.28,0,0,0.17,0,0.23,0.34,0.04,0,0.43,0,1.02,0,0.34,0,0.29,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anger,1,17391,0.23,0,0,0.18,0,0.14,0.33,0.04,0,0.48,0,1.12,0,0.35,0,0.31,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anger,1,17392,0.17,0,0,0.14,0,0.17,0.33,0.08,0,0.42,0,1.15,0,0.29,0,0.21,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anger,1,17393,0.04,0,0,0.09,0,0.22,0.31,0.11,0,0.51,0,1.24,0,0.26,0,0.15,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anger,1,17394,0,0,0,0.08,0,0.25,0.34,0.14,0,0.4,0,1.16,0,0.23,0,0.04,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anger,1,17395,0,0,0,0.08,0,0.29,0.35,0.12,0,0.49,0,1.12,0,0.23,0.03,0.01,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anger,1,17396,0,0,0,0.11,0,0.18,0.36,0.12,0,0.46,0,1.01,0,0.18,0.05,0.03,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anger,1,17397,0,0,0,0.11,0,0.18,0.33,0.11,0,0.57,0,1.11,0,0.21,0.05,0.03,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anger,1,17398,0,0,0,0.09,0,0.08,0.31,0.12,0,0.49,0,1.15,0,0.28,0.02,0.03,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anger,1,17399,0,0,0,0.01,0,0.1,0.28,0.16,0,0.53,0,1.26,0,0.35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anger,1,17400,0,0,0,0.01,0,0.11,0.26,0.11,0,0.42,0,1.19,0,0.31,0,0.02,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anger,1,17401,0,0,0,0,0,0.21,0.25,0.12,0,0.47,0,1.12,0,0.29,0,0.03,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anger,1,17402,0,0,0,0.02,0,0.22,0.23,0.05,0,0.46,0.04,1.09,0,0.31,0.02,0.15,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anger,1,17403,0,0,0,0.06,0,0.16,0.25,0.12,0,0.61,0.11,1.06,0,0.35,0.06,0.21,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anger,1,17404,0,0,0,0.06,0,0.08,0.23,0.13,0,0.6,0.11,1.11,0,0.31,0.14,0.23,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anger,1,17405,0,0,0,0.03,0,0.02,0.22,0.16,0,0.62,0.08,1.11,0,0.27,0.13,0.12,0.01,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anger,1,17406,0,0,0,0.02,0,0.02,0.22,0.12,0,0.63,0,1.14,0,0.26,0.15,0.05,0.05,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anger,1,17407,0,0,0,0.02,0,0,0.17,0.13,0,0.68,0,1.13,0,0.26,0.11,0.03,0.09,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anger,1,17408,0,0,0,0.02,0,0.03,0.14,0.12,0,0.72,0,1.17,0,0.25,0.1,0.08,0.08,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anger,1,17409,0,0,0,0,0,0.05,0.12,0.14,0,0.68,0,1.14,0,0.27,0.04,0.08,0.04,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anger,1,17410,0,0,0,0,0,0.05,0.14,0.11,0.01,0.68,0,1.04,0,0.27,0,0.08,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
anger,1,17411,0,0,0,0.01,0,0.04,0.14,0.13,0.01,0.64,0,0.86,0,0.24,0,0.06,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17412,0,0,0,0.01,0,0.01,0.09,0.18,0.01,0.65,0,0.8,0,0.19,0.01,0.06,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17413,0,0,0,0.01,0,0.01,0.07,0.21,0,0.69,0,0.77,0,0.16,0.03,0.07,0.01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17414,0,0,0,0,0,0,0.04,0.25,0.02,0.72,0,0.76,0,0.19,0.06,0.04,0.07,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17415,0,0,0,0,0,0,0.09,0.23,0.03,0.75,0,0.7,0,0.16,0.07,0.02,0.18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17416,0,0,0,0,0,0,0.07,0.28,0.05,0.7,0.02,0.65,0,0.14,0.11,0.01,0.33,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17417,0,0,0,0,0,0,0.09,0.26,0.03,0.66,0.03,0.61,0,0.13,0.15,0,0.35,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17418,0,0,0,0,0,0,0.07,0.24,0.02,0.6,0.04,0.64,0,0.09,0.13,0,0.35,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17419,0,0,0,0,0,0,0.07,0.18,0,0.52,0.07,0.72,0,0.06,0.08,0,0.26,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17420,0,0,0,0,0,0,0.04,0.18,0.03,0.53,0.06,0.8,0,0.05,0.04,0,0.27,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17421,0,0,0,0.07,0,0,0.01,0.16,0.03,0.55,0.07,0.85,0,0.08,0.09,0,0.23,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17422,0,0,0,0.12,0,0,0.01,0.21,0.03,0.58,0.02,0.88,0,0.16,0.12,0.03,0.25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17423,0,0,0,0.19,0,0,0,0.25,0.02,0.58,0.05,0.94,0,0.17,0.14,0.03,0.21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17424,0,0,0,0.17,0,0,0,0.29,0.02,0.57,0.03,0.9,0,0.22,0.07,0.03,0.14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17425,0,0,0,0.17,0,0,0,0.29,0.02,0.6,0.03,0.92,0,0.26,0.08,0.01,0.18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17426,0,0,0,0.12,0,0,0,0.23,0,0.56,0.02,0.88,0,0.22,0.11,0.07,0.12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17427,0,0,0,0.18,0,0,0,0.24,0,0.49,0.02,0.92,0,0.18,0.16,0.07,0.12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17428,0,0,0,0.14,0,0.01,0,0.21,0,0.47,0.02,0.86,0,0.12,0.16,0.06,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17429,0,0,0,0.11,0,0.04,0.03,0.34,0,0.48,0,0.88,0,0.13,0.09,0.03,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17430,0,0,0,0.01,0,0.04,0.03,0.36,0,0.55,0.05,0.9,0,0.12,0.1,0.06,0.02,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17431,0,0,0,0.01,0,0.06,0.03,0.41,0,0.59,0.11,0.91,0,0.07,0.14,0.06,0.07,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17432,0,0,0,0.04,0,0.04,0,0.35,0,0.6,0.11,0.86,0,0.07,0.16,0.03,0.07,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17433,0,0,0,0.04,0,0.04,0,0.31,0,0.6,0.09,0.83,0,0.06,0.17,0,0.05,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17434,0,0,0,0.02,0,0,0,0.35,0,0.62,0.05,0.83,0,0.08,0.13,0.03,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17435,0,0,0,0.02,0,0,0,0.38,0,0.61,0.1,0.84,0,0.05,0.1,0.04,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17436,0,0,0,0.02,0,0,0,0.41,0,0.57,0.12,0.81,0,0.07,0.07,0.04,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17437,0,0,0,0.08,0,0,0,0.37,0,0.49,0.11,0.81,0,0.09,0.03,0.04,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17438,0,0,0,0.07,0,0,0,0.34,0,0.44,0.11,0.87,0,0.11,0.08,0.08,0.01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17439,0,0,0,0.14,0,0,0,0.35,0,0.42,0.04,0.86,0,0.1,0.05,0.09,0.01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17440,0,0,0,0.1,0,0,0,0.34,0,0.42,0.04,0.84,0,0.08,0.12,0.06,0.01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17441,0,0,0,0.09,0,0,0,0.35,0,0.39,0.06,0.76,0,0.06,0.07,0.01,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17442,0,0,0,0.06,0,0,0,0.4,0,0.41,0.06,0.81,0,0.06,0.07,0.04,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17443,0,0,0,0.12,0,0,0.03,0.38,0,0.43,0.06,0.87,0,0.06,0,0.1,0.01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17444,0,0,0,0.15,0,0,0.03,0.4,0,0.43,0,0.86,0,0.11,0,0.1,0.01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17445,0,0,0,0.22,0,0,0.03,0.38,0,0.41,0,0.76,0,0.09,0,0.09,0.02,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17446,0,0,0,0.21,0,0,0,0.4,0,0.34,0,0.72,0,0.11,0,0.03,0.01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17447,0,0,0,0.18,0,0,0,0.4,0,0.4,0,0.76,0,0.06,0,0.03,0.08,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17448,0,0,0,0.08,0,0,0,0.39,0,0.36,0.01,0.79,0,0.06,0,0,0.1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17449,0,0,0,0.13,0,0,0,0.41,0,0.42,0.02,0.72,0,0.04,0,0,0.17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17450,0,0,0,0.25,0,0.05,0,0.43,0,0.4,0.04,0.68,0,0.04,0,0,0.13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17451,0,0,0,0.38,0,0.12,0,0.4,0,0.47,0.06,0.67,0,0.02,0.07,0.01,0.17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17452,0.02,0,0,0.41,0,0.19,0,0.4,0,0.46,0.13,0.61,0,0,0.11,0.01,0.09,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17453,0.02,0,0,0.37,0,0.14,0,0.34,0,0.48,0.19,0.56,0,0,0.18,0.01,0.11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17454,0.05,0,0,0.36,0,0.06,0,0.26,0,0.41,0.18,0.45,0,0,0.21,0.02,0.04,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17455,0.11,0,0,0.33,0,0,0,0.22,0,0.38,0.14,0.41,0,0,0.26,0.05,0.04,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17456,0.22,0.02,0,0.38,0,0,0,0.1,0,0.25,0.12,0.32,0,0,0.27,0.05,0.05,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17457,0.34,0.02,0,0.29,0,0,0,0.08,0,0.14,0.12,0.22,0,0,0.32,0.13,0.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17458,0.48,0.06,0,0.17,0,0,0,0.07,0,0.04,0.14,0.13,0,0,0.38,0.18,0.16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
anger,1,17459,0.57,0.05,0,0.02,0,0,0,0.16,0,0.02,0.09,0.04,0.01,0,0.51,0.26,0.11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
anger,1,17460,0.63,0.05,0,0.07,0,0,0,0.19,0,0.04,0.08,0,0.01,0,0.53,0.25,0.11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
anger,1,17461,0.63,0.04,0,0.12,0,0,0,0.13,0,0.04,0.07,0,0.01,0,0.52,0.27,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
