emotion,emo,file, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
happiness,1,11056.jpg,1.42,0.4,0.05,0.57,0,0.4,0,0.81,0.84,0.48,0.2,2.61,0.32,0.28,0.78,1.7,0.17,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
neutral,3,11057.jpg,0.92,0,0.06,0.39,0,0.32,0,0.26,0.54,0.55,0,1.78,0,0.28,0.05,1.31,0.25,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0
neutral,3,11058.jpg,0.92,0,0.06,0.21,0.63,1.01,0,0,0.48,0.74,0,1.64,0.16,0.01,0.2,0.61,0.24,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
happiness,1,11059.jpg,0.83,0.7,0.35,0,0.78,2.13,0.25,0.01,0.48,0.74,0,1.05,0.16,0,1.08,0.43,1.15,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
neutral,3,11060.jpg,0.31,0.7,0.3,0,0.99,2.68,0.25,0.01,0.48,0.49,0,1.08,0.16,0.22,1.41,0.15,1.75,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
happiness,1,11061.jpg,0.31,0.7,0.3,0.01,0.57,1.69,0.26,0.05,0,0.24,0,1.24,0,0.22,1.22,0.29,1.88,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
neutral,3,11062.jpg,0,0,0,0.01,0.42,0.79,0,0.04,0.31,0.24,0,1.53,0,0.38,1.23,0.35,0.84,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
happiness,1,11063.jpg,0,0,0.72,0.01,0.42,0.43,0.52,0.83,0.31,0.43,0.6,1.51,0,0.17,2.02,0.77,0.19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
anger,2,11065.jpg,0,0,0.72,0,0.2,0.43,0.51,0.9,0.31,0.34,0.6,0.88,0,0.24,2,0.63,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
neutral,3,11066.jpg,0,0,0.72,0,0.2,0.21,0.51,1.32,0.19,0.63,0.6,1.24,0,0.57,1.67,1.05,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
happiness,1,11067.jpg,1.16,0.16,0.21,0,0,0,0,0.53,0.19,0.29,0.37,0.91,0,0.57,1.53,1.35,0.34,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
surprise,5,11068.jpg,1.68,0.79,0.21,0.61,0.06,0,0,0.42,0.4,0.29,0.48,1.08,0.64,0.5,2.18,1.58,0.34,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
neutral,3,11069.jpg,1.77,0.8,0.21,0.61,0.59,0.66,0,0.2,0.95,0.25,0.48,0.48,0.64,0,2.42,1.31,0.34,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
happiness,1,11070.jpg,0.61,0.64,0.27,0.61,1.38,1.91,0.07,0.8,1.87,1.07,0.18,0.4,0.64,0,1.94,0.7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
happiness,1,11071.jpg,0.24,0.01,0.44,0,1.54,1.92,0.14,1.27,1.77,1.11,0.07,0.62,0.16,0,1.87,0.91,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
neutral,3,11072.jpg,0.46,0,1.46,0,1.25,2.46,0.14,1.58,1.02,1.57,0.07,0.66,0.16,0,1.98,1.21,0.4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
happiness,1,11073.jpg,0.92,0.06,2.07,0,0.98,2.12,0.38,1.29,0.49,1.63,0.17,0.66,0.16,0,1.81,1.08,0.56,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
neutral,3,11074.jpg,0.77,0.06,2.11,0,0.84,2.84,0.32,1.28,0.82,1.82,0.18,0.1,0,0,2.19,0.97,0.86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
happiness,1,11075.jpg,0.74,0.06,1.28,0.06,0.6,1.97,0.32,0.77,0.82,1.11,0.18,0.01,0.25,0,1.65,0.61,1.15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
neutral,3,11076.jpg,1.07,0.36,0.4,0.15,0.09,1.06,0,0.47,0.5,0.3,0.01,0.01,0.25,0,1.75,0.87,0.99,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
neutral,3,11077.jpg,1.39,0.47,0.35,0.15,0.23,1.19,0,0.38,0.81,0.8,0.03,0,0.25,0,0.97,0.54,0.69,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
happiness,1,11078.jpg,1.71,0.71,0.16,0.09,0.23,0.86,0,0.64,0.81,1.25,0.03,0,0,0,1.51,0.6,0.18,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
neutral,3,11079.jpg,0.96,0.71,0.2,0.22,0.63,0.95,0,0.9,1.41,1.61,0.3,0,0,0,1.71,0.39,0.18,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,11080.jpg,0.65,1.3,0.21,0.22,0.4,0.09,0.26,0.57,1.08,1.14,0.54,0,0,0,2.03,0.39,0.18,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
neutral,3,11081.jpg,0.06,1.06,0.21,0.22,1.07,0.42,0.26,0.61,1.76,1.26,0.54,0,0,0,2.16,0.05,0.27,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,11082.jpg,0.01,0.7,0.17,0,0.94,0.49,0.26,0.34,1.59,1.19,0.39,0.01,0,0,1.85,0,0.55,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,11083.jpg,0,0,0,0,0.94,0.58,0.28,0.34,1.18,1.15,0.19,0.01,0,0,1.36,0,0.55,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
neutral,3,11084.jpg,0,0,0.04,0,0.27,0.25,0.31,0.05,0.49,0.6,0.19,0.41,0,0,0.79,0.24,0.31,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
neutral,3,11085.jpg,0,0,0.4,0,0.26,0.73,0.31,0.61,0.62,0.99,0.05,0.57,0,0,0.72,0.31,0.13,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
happiness,1,11086.jpg,0.51,0.06,0.4,0.1,0.52,0.64,0.2,1.08,0.97,1.38,0.01,0.91,0.05,0,0.82,0.47,0.54,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
happiness,1,11087.jpg,0.51,0.06,0.6,0.28,0.52,0.64,0.17,1.32,1.15,1.7,0.01,0.77,0.05,0.06,0.63,0.62,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
neutral,3,11088.jpg,0.82,0.06,0.89,0.28,0.34,0.21,0.3,1.37,0.53,1.64,0.59,1.3,0.05,0.06,0.38,0.84,0.54,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
neutral,3,11089.jpg,0.31,0,1.23,0.18,0.08,0.21,0.13,0.86,0.18,1.01,0.57,1.17,0.1,0.29,0.72,1.4,0.13,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
neutral,3,11090.jpg,0.31,0,1.47,0,0.35,1.38,0.51,0.93,0,0.69,0.67,0.91,0.1,0.24,0.89,1.01,0.27,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
neutral,3,11091.jpg,0.34,0.12,0.83,0,0.27,1.67,0.38,0.32,0.08,0,0.1,0.21,0.34,0.24,1.37,0.72,0.7,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
neutral,3,11092.jpg,1.59,0.12,0.51,0.18,0.27,1.67,0.38,0.33,0.08,0,0.65,0.58,0.62,0,1.27,0.91,0.91,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
neutral,3,11093.jpg,1.6,0.12,0.03,0.2,0.11,0.52,0,0.63,0.45,0.73,0.56,0.88,0.83,0,0.84,0.91,0.78,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
happiness,1,11094.jpg,1.57,0,0.03,0.22,0.65,0.55,0.02,1.69,1.01,1.45,0.56,1.03,0.99,0,0.78,1.22,0.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
happiness,1,11095.jpg,0.31,0,0.37,0.05,0.94,0.66,0.02,2.25,1.1,1.45,0,1.13,0.61,0.11,1.02,0.31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
neutral,3,11096.jpg,0.75,0.22,0.47,0.14,1.03,0.65,0.03,2.06,0.98,0.92,0,0.83,0.4,0.11,2.07,0.5,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
happiness,1,11097.jpg,0.45,0.22,0.47,0.12,0.49,0.11,0.01,1,0.33,0.2,0,0.68,0,0.11,1.65,0.19,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
happiness,1,11098.jpg,0.6,0.22,0.1,0.12,0.2,0,0.01,0.43,0.3,0.35,0,0.32,0,0,1.07,0.19,0.08,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
neutral,3,11099.jpg,0.26,0,0,0,0.74,0.81,0.01,0.55,0.97,0.62,0,0.32,0,0,0.66,0,0.08,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
happiness,1,11100.jpg,0.51,0.5,0.2,0,0.77,0.81,0.01,0.81,1.06,1.04,0,0.32,0,0,1.03,0.04,0.2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
neutral,3,11101.jpg,0.35,0.5,0.52,0,1.09,1.12,0.01,0.99,1.58,1.28,0,0,0,0,1.28,0.04,0.57,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,11102.jpg,0.24,0.5,0.71,0,1.12,0.88,0,1.37,1.49,1.29,0,0,0,0,1.64,0.33,0.57,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,11103.jpg,0,0,1.01,0,2.1,2.3,0.04,1.92,2.13,1.29,0,0,0,0.09,2.15,0.28,0.45,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,1,11104.jpg,0,0,1.11,0,2.15,2.95,0.04,2.19,1.8,1.18,0,0.2,0,0.09,2.52,0.71,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0
happiness,1,11105.jpg,0,0,1.05,0,1.6,2.69,0.04,1.26,0.98,1.05,0,0.82,0,0.46,1.51,0.67,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
neutral,3,11106.jpg,0.2,0,0.56,0.67,0.59,1.52,0,0.45,0.25,0.62,0,0.82,0,0.37,1.7,1.6,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0
neutral,3,11107.jpg,0.36,0,0.13,0.67,0.96,1.13,0,0.74,0.68,1.24,0,0.85,0.58,0.37,1.84,1.7,0.03,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0
happiness,1,11108.jpg,0.66,0,0.01,0.69,0.73,0.82,0,0.74,0.68,0.88,0.2,0.23,0.58,0,2.17,1.63,0.16,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0
neutral,3,11109.jpg,0.46,0,0,0.02,1.37,1.1,0,1.07,1.08,1.14,0.61,0.47,1.14,0,1.64,0.88,0.18,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0
happiness,1,11110.jpg,0.32,0,0,0.02,1.07,0.53,0,0.94,1.23,0.9,0.81,0.35,1.35,0.04,1.04,0.35,0.16,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0
happiness,1,11111.jpg,0.02,0.09,0.29,0,1.62,0.87,0,1.5,1.91,1.42,0.61,1.06,1.79,0.04,1.42,0.39,0.02,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0
happiness,1,11112.jpg,0.02,0.09,0.29,0.18,1.36,0.77,0,1.47,2.34,1.55,0.19,0.84,1.26,0.09,1.5,0.21,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,11113.jpg,0,0.09,0.29,0.18,1.52,1.56,0,1.02,2.1,1.13,0,0.72,0.46,0.05,2.24,0.21,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,11114.jpg,0,0,0,0.19,1.3,1.45,0,0.7,2.33,0.96,0,0.02,0.02,0.05,2.06,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,11115.jpg,0,0,0,0.01,1.22,1.51,0,0.63,2.18,0.93,0,0.09,0.33,0,1.88,0.08,0.03,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,11116.jpg,0,0,0,0.01,0.92,1.11,0,0.66,2.11,1.46,0,0.26,0.55,0.02,1.36,0.21,0.03,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,1,11117.jpg,0.38,0,0,0.64,0.9,0.87,0,0.64,1.92,2.03,0.06,0.47,0.98,0.43,0.94,0.21,0.03,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0
neutral,3,11118.jpg,0.38,0,0,0.64,0.85,0.64,0,0.53,1.83,1.97,0.06,0.37,0.65,0.43,1.2,0.56,0.17,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0
happiness,1,11119.jpg,0.42,0,0,0.64,1.06,0.7,0,0.86,2.02,1.78,0.07,0.54,0.43,0.41,0.83,0.46,0.58,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1
happiness,1,11120.jpg,0.04,0,0,0,0.85,0.8,0,1.05,1.46,1.04,0.35,0.38,0.38,0,1.39,0.87,1.28,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1
happiness,1,11121.jpg,0.09,0,0.5,0,0.69,1.05,0,1.22,0.86,0.89,0.79,0.44,0.38,0.09,0.81,1.36,1.2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
neutral,3,11122.jpg,0.18,0,0.98,0,0.2,0.6,0,1.01,0.2,0.66,0.84,1.1,1.05,0.42,0.81,1.71,0.8,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
neutral,3,11123.jpg,0.88,0.54,1.49,0.1,0.17,0.78,0,1.32,0.13,0.65,0.73,1.71,0.95,0.61,0.26,1.86,0.09,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
neutral,3,11124.jpg,1.26,0.65,1.21,0.12,0.16,0.36,0,1.61,0.51,0.58,0.38,1.82,0.95,0.53,0.32,1.23,0.02,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
happiness,1,11125.jpg,1.73,0.65,1.04,0.12,0.42,0.48,0,1.58,0.61,0.43,0.96,1.32,0.55,0.21,0.8,1,0.07,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
neutral,3,11126.jpg,1.26,0.11,1.07,0.23,0.56,0.28,0.13,1.61,0.86,0.53,1.18,1.07,0.27,0.3,0.94,0.8,0.07,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
happiness,1,11127.jpg,0.83,0,1.52,0.21,0.47,0.21,0.54,1.36,0.47,0.77,1.09,0.98,0.62,0.31,1.3,1.02,0.05,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
neutral,3,11128.jpg,0.24,0,1.68,0.21,0.22,0.09,0.58,1.56,0.36,0.6,0.69,0.5,0.39,0.31,1.09,0.89,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
happiness,1,11129.jpg,0,0,1.33,0,0.21,0.34,0.92,0.88,0.14,0.42,0.23,0.31,0.39,0.16,1.12,0.86,0.64,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
happiness,1,11130.jpg,0,0,0.96,0,0.21,0.34,0.57,0.55,0.41,0.08,0.36,0.23,0.44,0.14,0.74,0.5,0.64,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
neutral,3,11131.jpg,0.63,0,0.91,0,0.66,1.42,0.54,0.36,1.05,0.68,0.13,0.24,0.97,0.3,0.6,0.5,0.64,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
neutral,3,11132.jpg,0.66,0,1.57,0,1.08,1.97,0.07,1.38,1.15,0.69,0.13,0.93,1.26,0.74,0.31,0.57,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
happiness,1,11133.jpg,0.67,0,1.5,0,1.81,2.51,0,2.17,1.57,1.12,0.62,0.93,0.85,0.74,0.84,0.42,0.29,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
happiness,1,11134.jpg,1.01,0.17,1.36,0,1.78,1.84,0,2.42,1.41,1.02,0.78,1.23,0.28,0.57,0.87,0.49,0.32,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
happiness,1,11135.jpg,0.98,0.17,0.88,0.42,1.31,1.22,0,1.44,1.62,0.97,0.78,0.34,0,0,1.44,0.25,0.32,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
neutral,3,11136.jpg,0.97,0.17,0.96,0.42,0.73,0.88,0,1.73,1.42,1.16,0.45,0.86,0,0.14,0.82,0.63,0.02,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
happiness,1,11137.jpg,1.02,0.89,0.67,0.57,0.31,0.47,0,1.2,1.08,0.66,0.29,0.53,0,0.14,1.15,0.6,0.07,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
surprise,5,11138.jpg,1.11,1.1,0.54,0.15,0.28,0.91,0,1.38,0.65,0.73,0.49,0.9,0,0.14,0.95,1.11,0.39,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
surprise,5,11139.jpg,1.11,1.1,0.44,0.18,0.13,0.72,0,0.55,0.18,0.66,0.2,0.65,0,0.49,1.37,1.66,0.39,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
happiness,1,11140.jpg,0.67,0.21,0.61,0.03,0.13,0.84,0,0.6,0.12,0.66,0.19,1.14,0,1.06,0.87,2.49,0.32,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
happiness,1,11141.jpg,1.11,0,0.38,0.03,0,0.13,0,0.35,0.12,0.56,0.3,1.12,0.27,1.06,0.99,2.22,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
happiness,1,11142.jpg,2.23,0.32,0.2,0,0.32,1.55,0,1,0.63,0.15,0.39,1.17,0.33,0.57,0.66,1.29,0.42,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
happiness,1,11143.jpg,2.45,0.32,0.23,0,0.32,1.83,0,1.5,0.77,0.17,0.87,1.2,0.51,0,1.25,0.53,0.42,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
happiness,1,11144.jpg,1.93,0.32,0.22,0,0.62,2.24,0,1.82,1.56,0.67,0.58,1.03,0.24,0,1.23,0.4,0.79,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
happiness,1,11145.jpg,0.81,0.01,0.47,0,0.95,1.31,0.3,1.74,1.64,0.88,0.49,0.71,0.18,0,2.01,0.4,0.77,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
happiness,1,11146.jpg,0,0.01,0.4,0,1.39,1.43,0.68,1.62,1.89,1.02,0.23,0.27,0,0,1.73,0.35,0.8,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1
neutral,3,11147.jpg,0,0.01,0.64,0,1.09,1.02,0.68,1.48,1.1,0.95,0.23,0.82,0.19,0.41,1.26,0.24,0.43,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
neutral,3,11148.jpg,0,0,0.36,0.26,1,1.07,0.38,1.21,1.39,0.94,0.23,0.82,0.26,0.61,0.92,0.24,0.42,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,11149.jpg,0,0,0.41,0.36,0.55,0.53,0,0.78,0.88,0.97,0.45,0.88,0.44,1.2,0.61,0.18,0.39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
neutral,3,11150.jpg,0,0,0.3,0.36,0.55,0.53,0.05,0.55,0.88,0.63,0.65,0.13,0.32,0.79,0.94,0.03,0.39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
neutral,3,11151.jpg,0,0,0.46,0.1,0,0,0.05,0,0,0.27,0.65,0.46,0.25,0.71,0.37,0.53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
neutral,3,11152.jpg,0.32,0.26,0.82,0,0,0.03,0.05,0,0.21,0.1,1.24,1.52,0.07,0.13,1.01,1.99,0.27,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
neutral,3,11153.jpg,0.41,0.26,0.98,0,0,0.36,0.22,0,0.21,0,1.71,2.05,0.04,0.13,1.2,2.11,0.27,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
neutral,3,11154.jpg,0.41,0.26,0.97,0,0,0.69,0.22,0.14,0.35,0.51,1.79,2.08,0.04,0,1.39,2.2,0.27,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
happiness,1,11155.jpg,0.09,0,0.53,0,0.59,1.06,0.22,0.9,0.73,0.73,1.22,1.4,0.55,0.04,1.11,1.03,0.13,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
happiness,1,11156.jpg,0.7,0,0.41,0,0.59,0.74,0.09,0.91,0.8,0.73,0.68,0.98,0.51,0.04,0.62,1.01,0.13,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
neutral,3,11157.jpg,0.7,0,0.26,0,0.64,0.41,0.09,0.76,0.69,0.8,1.05,0.84,0.51,0.04,0.38,0.48,0.13,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
neutral,3,11158.jpg,0.81,0,0.17,0,0.33,0.33,0.24,0.34,0.1,0.66,0.67,0.34,0,0,0.11,0.2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
neutral,3,11159.jpg,0.88,0,0.51,0,0.37,0.67,0.34,0.34,0.05,0.95,0.75,0.41,0.48,0,0.33,0.53,0.41,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
neutral,3,11160.jpg,1.05,0,0.51,0,0.73,0.94,0.34,0.83,0.09,0.68,0.39,0.43,0.48,0,0.33,0.65,0.53,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
happiness,1,11161.jpg,0.94,0,1.04,0,0.87,0.69,0.36,0.5,0.63,1.11,0.29,0.46,0.94,0,0.4,0.65,0.88,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
happiness,1,11162.jpg,0.17,0,0.56,0,1.79,0.74,0.17,0.96,1.49,1.13,0.09,0.28,1.06,0,1.14,0.2,0.64,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
happiness,1,11163.jpg,0.31,0,0.56,0,1.6,0.47,0.17,0.47,1.46,1.12,0.29,0.22,1.57,0,1.14,0.03,0.76,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
neutral,3,11164.jpg,0.31,0,0.21,0,1.17,0.39,0,0.68,0.95,0.62,0.45,0.7,1.3,0.06,0.98,0.03,0.4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
neutral,3,11165.jpg,0.96,0,0.18,0,0.55,0,0,0.44,0.27,0.87,0.73,1.22,1.29,0.06,0,0.01,0.35,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
neutral,3,11166.jpg,1.62,0,0.22,0,0.33,0,0,0.72,0.36,0.89,1,1.79,1.46,0.06,0.09,0.17,0.39,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
neutral,3,11167.jpg,1.76,0,0.41,0,0.33,0.25,0,0.68,0.33,0.89,1.12,1.72,1.27,0,0.09,0.17,0.69,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
neutral,3,11168.jpg,1.17,0,1.38,0,0.05,0.42,0,1.13,0.17,0.74,1.45,1.71,0.79,0,0.09,0.31,0.58,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0
neutral,3,11169.jpg,0.21,0,1.42,0,0.23,0.78,0,1.17,0.63,1.05,0.93,0.95,0.11,0,0.01,0.59,0.78,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
happiness,1,11171.jpg,0.07,0,1.92,0,0.76,1.66,0.15,1.52,1.38,2.21,0.82,1.41,0.11,0.2,0.01,0.71,0.48,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
happiness,1,11172.jpg,0.99,0.45,0.99,0,1.4,1.9,0.15,1.84,2.44,2.52,0.21,1.06,0,0.2,0.66,0.87,0.61,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
happiness,1,11173.jpg,0.99,0.45,0.95,0,1.21,1.65,0.15,1.59,2.06,1.88,0.17,1.34,0,0.5,0.64,0.43,0.67,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
happiness,1,11174.jpg,1.58,0.45,0.08,0,0.68,0.53,0,1.15,1.31,0.85,0.18,1.01,0.03,0.3,0.64,0.39,0.67,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
neutral,3,11175.jpg,0.59,0,0.31,0,0.44,0.81,0,0.4,0.53,0.35,0.18,0.85,0.03,0.3,0,0.09,0.64,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
happiness,1,11176.jpg,0.59,0,0.27,0,1.01,1.16,0.04,0.83,0.73,0.44,0.18,0.57,0.41,0,0.41,0.41,0.1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1
happiness,1,11177.jpg,0,0,0.54,0,1.7,1.31,0.15,1.53,1.26,1.34,0.14,0.8,0.44,0.68,0.54,0.71,0.1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
neutral,3,11178.jpg,0.38,0,0.42,0,1.48,0.71,0.15,1.76,1.23,1.77,0.31,1.03,0.44,0.68,1.23,1.73,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1
happiness,1,11179.jpg,0.38,0,0.68,0,1.72,0.24,0.11,2.32,1.8,2.56,0.31,1.03,0.05,0.68,1.96,1.84,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1
happiness,1,11180.jpg,0.38,0,0.55,0,1.39,0.1,0,1.66,1.45,2.36,0.47,0.23,0.05,0,2.16,2.34,0.19,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1
neutral,3,11181.jpg,0.64,0,0.4,0.06,1.42,0.48,0,1.24,1.23,1.7,0.3,0.25,0.05,0,1.48,1.97,0.26,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
